Cardinal Civil Contracting-Triad,001Rk00000s134uIAA,001Rk00000s134u,#N/A,General Contractor,Other,#N/A,#N/A,,,,,,,,$0.00,"$1,086,094.28","$1,061,963","$1,317,672","$1,804,439","$728,515","$670,443","$378,779",-44%,"-$291,664",
Crown Electric,0014x00000cw97ZAAQ,0014x00000cw97Z,Electrical,Electrical,Electrical,"$50,000,000 ",$25M-$100M,,,,,,,,$0,"$15,421","$3,193,607","$2,897,605","$5,446,421","$2,976,521","$2,510,935","$1,107,157",-56%,"-$1,403,777",
"DECCO, INC",0014x000014aHBCAA2,0014x000014aHBC,Mechanical,Mechanical,Mechanical,"$60,000,000 ",$25M-$100M,,,,,,,,$0.00,"$322,969.85","$671,801","$520,961","$981,905","$702,129","$849,713","$1,075,805",27%,"$226,092",
Dies Electric,001Rk00000mit8PIAQ,001Rk00000mit8P,Electrical,Electrical,Electrical,"$7,000,000 ",Less than $25M,,,,,,,,$0,"$30,538","$11,815","$50,219","$14,273","$42,718","$33,856","$15,252",-55%,"-$18,604",
"Dnesco Electric, Inc.",0014x00000Kpg89AAB,0014x00000Kpg89,Electrical,Electrical,Electrical,"$10,000,000 ",Less than $25M,,,,,,,,$0,$350,"$1,701","$8,952",$505,$0,$0,"$1,261",#DIV/0!,"$1,261",
Elk Electric Inc.,0014x00000KpbgZAAR,0014x00000KpbgZ,Electrical,Electrical,Electrical,"$21,000,000 ",Less than $25M,,,,,,,,$0,"$3,347",$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Grayhawk, LLC",0014x00001005vXAAQ,0014x00001005vX,Drywalling,Drywalling,Other,"$20,000,000 ",Less than $25M,,,,,,,,$0.00,$1.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Gulf Coast Plumbing of Central Florida, Inc.",0014x0000175PsuAAE,0014x0000175Psu,Mechanical,Mechanical,Mechanical,"$50,000,000 ",$25M-$100M,,,,,,,,$0.00,"$22,143.36","$27,195",$0,$0,$0,$0,$0,#DIV/0!,$0,
Hardy Corporation,0014x00000jTMROAA4,0014x00000jTMRO,Mechanical,Mechanical,Mechanical,"$40,800,000 ",$25M-$100M,,,,,,,,$0.00,"$15,602.23","$267,781",$0,$0,$0,$0,$0,#DIV/0!,$0,
"Herman Goldner Co., Inc.",0014x00001miFuJAAU,0014x00001miFuJ,Mechanical,Mechanical,Mechanical,"$40,000,000 ",$25M-$100M,,,,,,,,$0.00,"$3,294.63",$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
ICO Electric,,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,,$0.00,"$201,438.43","$97,292","$267,993","$172,294","$180,920","$208,314","$22,514",-89%,"-$185,800",
Jomar Electrical Contractors,0014x00000Hnt65AAB,0014x00000Hnt65,Electrical,Electrical,Electrical,"$80,000,000 ",$25M-$100M,,,,,,,,$0,"$1,263,729","$5,302,156","$14,251,243","$4,044,638","$6,850,932","$5,575,479","$3,823,303",-31%,"-$1,752,177",
Kraun Electric,0014x000011TfR2AAK,0014x000011TfR2,Electrical,Electrical,Electrical,"$15,000,000 ",Less than $25M,,,,,,,,$0,$1,$0,"$1,862","$184,445","$175,490","$221,234","$252,016",14%,"$30,783",
M3 Components,,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,,,,,,,$0.00,"$5,451.19",$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"MMR Constructors, Inc",0014x00000Kpg9QAAR,0014x00000Kpg9Q,Electrical,Electrical,Electrical,,Less than $25M,,,,,,,,$0,"$1,896,507","$381,378","$144,539","$606,917","$203,754","$557,805","$338,169",-39%,"-$219,636",
Mann Mechanical Co.,0014x00000jT96NAAS,0014x00000jT96N,Mechanical,Mechanical,Mechanical,"$100,000,000 ",$100M-$500M,,,,,,,,$0.00,$100.00,"$177,040","$3,419,889","$3,238,968","$1,228,785","$996,563","$4,953,647",397%,"$3,957,083",
Momentum Mechanical,0014x00000jTMJnAAO,0014x00000jTMJn,Mechanical,Mechanical,Mechanical,"$4,000,000 ",Less than $25M,,,,,,,,$0.00,"$12,970.00","$75,901","$122,994","$227,387","$153,226","$160,051","$12,849",-92%,"-$147,203",
Raiden Electric LLC,0014x00000cvOX5AAM,0014x00000cvOX5,Electrical,Electrical,Electrical,"$25,000,000 ",$25M-$100M,,,,,,,,$0,$1,"$25,686","$110,972","$713,166","$519,380","$3,214,754","$366,975",-89%,"-$2,847,779",
Scotvale Electrical Systems,0014x00000cwIHMAA2,0014x00000cwIHM,Electrical,Electrical,Electrical,"$8,000,000 ",Less than $25M,,,,,,,,$0,$1,"$69,967","$62,763","$370,098","$47,948","$69,133","$69,288",0%,$156,
Sequoyah Electric,0014x00000Hnt6TAAR,0014x00000Hnt6T,Electrical,Electrical,Electrical,"$90,635,000 ",$25M-$100M,,,,,,,,$0,"$20,806",$0,"$20,928","$21,663","$13,686","$15,791","$3,677",-77%,"-$12,114",
"Stryker Electrical Contracting, LLC",0014x00000FRriOAAT,0014x00000FRriO,Electrical,Electrical,Electrical,"$18,000,000 ",Less than $25M,,,,,,,,$0,"$1,128","$18,360","$1,361,831","$516,843","$411,748","$680,160","$1,227,677",80%,"$547,517",
VarcoMac,0014x00000Hnsx3AAB,0014x00000Hnsx3,Electrical,Electrical,Electrical,"$325,000,000 ",$100M-$500M,,,,,,,,$0,"$11,701","$3,916,758","$8,908,595","$5,295,979","$13,517,769","$12,100,176","$9,650,538",-20%,"-$2,449,637",
Weyer Electric,0014x00000cwBwZAAU,0014x00000cwBwZ,Electrical,Electrical,Electrical,"$17,000,000 ",Less than $25M,,,,,,,,$0,"$5,501",$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Enertech Electrical Inc.,0014x00000FRsEEAA1,0014x00000FRsEE,Electrical,Electrical,Electrical,"$10,000,000 ",Less than $25M,,,,,,,,,,"$1,882,677","$100,242","$45,404","$23,553","$48,462","$43,769",-10%,"-$4,693",
Seaside Waterproofing,001Rk00000sNcf0IAC,001Rk00000sNcf0,Other,Other,Other,"$6,000,000 ",Less than $25M,,,,,,,,,,"$322,111","$58,479","$126,808","$232,365","$158,747","$137,407",-13%,"-$21,340",
Kojo - Vendor Integration Test Buyer,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,"$241,704","$1,597","$1,355","$2,076",$0,"$74,142",#DIV/0!,"$74,142",
"WSD, Inc.",0014x00000cwBwZAAU,0014x00000cwBwZ,Electrical,Electrical,Electrical,"$17,000,000 ",Less than $25M,,,,,,,,,,"$101,122","$252,083","$908,400","$279,641","$726,342","$270,293",-63%,"-$456,049",
"Evergreen Innovation Group, LLC",0014x00000HmsFVAAZ,0014x00000HmsFV,Electrical,Electrical,Electrical,"$360,000,000 ",$100M-$500M,,,,,,,,,,"$20,200",$0,$0,"$16,417","$2,326","$18,835",710%,"$16,509",
Legacy Mechanical Services LLC,0014x00000jTLz8AAG,0014x00000jTLz8,Mechanical,Mechanical,Mechanical,"$10,000,000 ",Less than $25M,,,,,,,,,,"$3,607",$0,$114,"$6,109",$501,$0,-100%,-$501,
S & R Mechanical,001Rk00000bGoWcIAK,001Rk00000bGoWc,Mechanical,Mechanical,Mechanical,"$50,000,000 ",$25M-$100M,,,,,,,,,,"$1,418",$13,"$26,555","$62,583",$0,$531,#DIV/0!,$531,
City Wye'd Electric Ltd,001Rk00000r1PnSIAU,001Rk00000r1PnS,Electrical,Electrical,Electrical,"$6,000,000 ",Less than $25M,,,,,,,,,,$784,"$14,122","$22,770","$24,235","$33,906","$20,272",-40%,"-$13,633",
Grayhawk,0014x00001005vXAAQ,0014x00001005vX,Drywalling,Drywalling,Other,"$20,000,000 ",Less than $25M,,,,,,,,,,$707,$0,$0,$0,$0,$0,#DIV/0!,$0,
"ASCC, Inc.",0014x00000cw4bpAAA,0014x00000cw4bp,Electrical,Electrical,Electrical,"$17,000,000 ",Less than $25M,,,,,,,,,,$405,"$74,297","$35,666","$2,905,816","$225,024","$464,305",106%,"$239,281",
Ackerman Plumbing,001Rk00000tXQbyIAG,001Rk00000tXQby,Mechanical,Mechanical,Mechanical,,Less than $25M,,,,,,,,,,$381,"$48,797","$92,610","$35,476","$655,733","$559,421",-15%,"-$96,312",
"Electriforce, Inc.",0014x00000cwEl6AAE,0014x00000cwEl6,Electrical,Electrical,Electrical,"$70,000,000 ",$25M-$100M,,,,,,,,,,$112,"$138,962",$500,"$14,652",$176,$0,-100%,-$176,
"Energy Electric Co., Inc.",0014x00000FRsG1AAL,0014x00000FRsG1,Electrical,Electrical,Electrical,"$40,000,000 ",$25M-$100M,,,,,,,,,,$84,$0,"$2,501,397","$1,944,364","$729,150","$1,713,612",135%,"$984,462",
"Weber Electric, Inc.",0014x00000Kpy9EAAR,0014x00000Kpy9E,Electrical,Electrical,Electrical,"$25,000,000 ",$25M-$100M,,,,,,,,,,$1,"$199,586","$8,436,548","$133,899","$527,447","$237,001",-55%,"-$290,446",
JVF Plumbing,001Rk00000tneXkIAI,001Rk00000tneXk,Plumbing,Plumbing,Other,"$5,000,000 ",Less than $25M,,,,,,,,,,,"$500,413","$9,383","$171,312","$22,411","$118,803",430%,"$96,392",
"Jasko Development, LLC",0014x00001QRJgJAAX,0014x00001QRJgJ,Other,Other,Other,"$10,000,000 ",Less than $25M,,,,,,,,,,,$1,"$126,906","$325,808",$0,"$6,236",#DIV/0!,"$6,236",
KenMor Electric,0014x00001miaj1AAA,0014x00001miaj1,Electrical,Electrical,Electrical,,Less than $25M,,,,,,,,,,,"$1,651,938",$0,$0,$0,$0,#DIV/0!,$0,
Regency Electric (NLG),0014x00000FRUVhAAP,0014x00000FRUVh,Electrical,Electrical,Electrical,"$32,186,000 ",$25M-$100M,,,,,,,,,,,$3,"$615,573","$130,742",$0,$0,#DIV/0!,$0,
"SanDow Construction, Inc.",0014x000015V64sAAC,0014x000015V64s,Electrical,Electrical,Electrical,"$7,000,000 ",Less than $25M,,,,,,,,,,,$82,$0,$0,$0,$0,#DIV/0!,$0,
Serve Electric,0014x00000D8d8bAAB,0014x00000D8d8b,Electrical,Electrical,Electrical,"$44,000,000 ",$25M-$100M,,,,,,,,,,,$106,"$13,818","$2,663",$0,$0,#DIV/0!,$0,
United Group Services - old system,0014x00001oIcg6AAC,0014x00001oIcg6,Mechanical,Mechanical,Mechanical,"$140,000,000 ",$100M-$500M,,,,,,,,,,,"$109,628",$0,$0,$0,$0,#DIV/0!,$0,
VR Mechanical Solutions Inc.,001Rk00000oUqCVIA0,001Rk00000oUqCV,Mechanical,Mechanical,Mechanical,"$80,000,000 ",$25M-$100M,,,,,,,,,,,"$3,514",$0,$0,$0,$0,#DIV/0!,$0,
BMT Shared Services,0014x00000KpgHqAAJ,0014x00000KpgHq,Electrical,Electrical,Electrical,"$730,000,000 ",$500M+,,,,,,,,,,,,"$1,319,108","$3,379,628",$0,$0,#DIV/0!,$0,
Convergent Industrial,0014x00000KpgHqAAJ,0014x00000KpgHq,Electrical,Electrical,Electrical,"$730,000,000 ",$500M+,,,,,,,,,,,,"$9,095","$21,060",$0,$0,#DIV/0!,$0,
F. G. Haggerty Co.,0014x00001QA0lnAAD,0014x00001QA0ln,Mechanical,Mechanical,Mechanical,"$45,000,000 ",$25M-$100M,,,,,,,,,,,,"$87,983","$3,054,727","$3,961,201","$21,164,014",434%,"$17,202,813",
Fullford Electric,0014x00000cxMW2AAM,0014x00000cxMW2,Electrical,Electrical,Electrical,"$55,000,000 ",$25M-$100M,,,,,,,,,,,,"$5,191","$4,741","$116,358","$103,675",-11%,"-$12,683",
Intertech Commercial Flooring,0014x00000zzvKUAAY,0014x00000zzvKU,Flooring,Flooring,Other,"$15,000,000 ",Less than $25M,,,,,,,,,,,,"$655,046",$0,$0,$225,#DIV/0!,$225,
KenMor Electric Co.,0014x00001miaj1AAA,0014x00001miaj1,Electrical,Electrical,Electrical,,Less than $25M,,,,,,,,,,,,"$198,797","$2,837,385","$10,146,720","$1,948,363",-81%,"-$8,198,357",
National,0014x00000KpgHqAAJ,0014x00000KpgHq,Electrical,Electrical,Electrical,"$730,000,000 ",$500M+,,,,,,,,,,,,"$7,266,512","$8,374,873",$0,$0,#DIV/0!,$0,
Newtron Martinez,0014x00000KpgHqAAJ,0014x00000KpgHq,Electrical,Electrical,Electrical,"$730,000,000 ",$500M+,,,,,,,,,,,,"$73,468","$327,434",$0,$0,#DIV/0!,$0,
Newtron Reno,0014x00000KpgHqAAJ,0014x00000KpgHq,Electrical,Electrical,Electrical,"$730,000,000 ",$500M+,,,,,,,,,,,,"$5,289,653","$12,781,983","$677,666",$0,-100%,"-$677,666",
PPS,001Rk00000gOo8MIAS,001Rk00000gOo8M,Mechanical,Mechanical,Mechanical,"$70,000,000 ",$25M-$100M,,,,,,,,,,,,"$2,886","$1,757",$0,$0,#DIV/0!,$0,
"Tirone Electric, Inc.",0014x00000FRUy3AAH,0014x00000FRUy3,Electrical,Electrical,Electrical,"$23,000,000 ",Less than $25M,,,,,,,,,,,,"$90,608",$0,$0,$0,#DIV/0!,$0,
Triad Baton Rouge,0014x00000KpgHqAAJ,0014x00000KpgHq,Electrical,Electrical,Electrical,"$730,000,000 ",$500M+,,,,,,,,,,,,"$4,191,315","$3,770,614",$0,$0,#DIV/0!,$0,
Triad Communications,0014x00000KpgHqAAJ,0014x00000KpgHq,Electrical,Electrical,Electrical,"$730,000,000 ",$500M+,,,,,,,,,,,,"$239,839","$114,605",$0,$0,#DIV/0!,$0,
Triad Control Systems,0014x00000KpgHqAAJ,0014x00000KpgHq,Electrical,Electrical,Electrical,"$730,000,000 ",$500M+,,,,,,,,,,,,"$257,867","$3,560,833",$0,$0,#DIV/0!,$0,
Triad Houston,0014x00000KpgHqAAJ,0014x00000KpgHq,Electrical,Electrical,Electrical,"$730,000,000 ",$500M+,,,,,,,,,,,,"$2,554,743","$2,069,024",$0,$0,#DIV/0!,$0,
Triad Lake Charles,0014x00000KpgHqAAJ,0014x00000KpgHq,Electrical,Electrical,Electrical,"$730,000,000 ",$500M+,,,,,,,,,,,,"$284,198","$399,179",$0,$0,#DIV/0!,$0,
Two Sigma Construction Group,001Rk00000mmO1NIAU,001Rk00000mmO1N,Mechanical,Mechanical,Mechanical,"$5,000,000 ",Less than $25M,,,,,,,,,,,,$350,$0,$0,$0,#DIV/0!,$0,
United Group Services Inc,0014x00001oIcg6AAC,0014x00001oIcg6,Mechanical,Mechanical,Mechanical,"$140,000,000 ",$100M-$500M,,,,,,,,,,,,"$4,121","$2,268,704","$649,626","$2,543,107",291%,"$1,893,481",
Alliance Engineering & Construction Ltd.,001Rk00000tXYo2IAG,001Rk00000tXYo2,Electrical,Electrical,Electrical,"$30,000,000 ",$25M-$100M,,,,,,,,,,,,,$2,$0,"$31,078",#DIV/0!,"$31,078",
Art Plumbing Co.,001Rk0000072qQRIAY,001Rk0000072qQR,Mechanical,Mechanical,Mechanical,"$75,000,000 ",$25M-$100M,,,,,,,,,,,,,$0,$787,$0,-100%,-$787,
"Boys Electrical Contractors, LLC - Procore",0014x00000Kpg4YAAR,0014x00000Kpg4Y,Electrical,Electrical,Electrical,"$25,000,000 ",$25M-$100M,,,,,,,,,,,,,$10,$50,$183,266%,$133,
Fairfield Electric Inc,001Rk00000WNiIsIAL,001Rk00000WNiIs,Electrical,Electrical,Electrical,"$4,000,000 ",Less than $25M,,,,,,,,,,,,,$2,"$1,044,798","$66,250",-94%,"-$978,548",
"Goforth Electric, Inc.",0014x00000gCDvSAAW,0014x00000gCDvS,Electrical,Electrical,Electrical,"$5,000,000 ",Less than $25M,,,,,,,,,,,,,"$98,584","$40,855","$48,661",19%,"$7,806",
Green Tanner Industrial Construction,001Rk00000uEL17IAG,001Rk00000uEL17,Electrical,Electrical,Electrical,"$80,000,000 ",$25M-$100M,,,,,,,,,,,,,"$3,313","$3,723,304","$5,711,804",53%,"$1,988,500",
Harper Electric CIMS (OLD),0014x00000cwXz5AAE,0014x00000cwXz5,Electrical,Electrical,Electrical,"$40,000,000 ",$25M-$100M,,,,,,,,,,,,,"$777,378","$122,948",$0,-100%,"-$122,948",
Humphrey Company Ltd.,0014x00000jTLwbAAG,0014x00000jTLwb,Mechanical,Mechanical,Mechanical,"$75,000,000 ",$25M-$100M,,,,,,,,,,,,,$308,$0,"$1,921",#DIV/0!,"$1,921",
"Marks Clearing and Grading, Inc.",001Rk00000uggp6IAA,001Rk00000uggp6,General Contractor,General Contractor,Other,,Less than $25M,,,,,,,,,,,,,"$518,642","$85,399","$2,668,141",3024%,"$2,582,742",
Maxi Power Electrical Services Inc.,001Rk00000lhbqsIAA,001Rk00000lhbqs,Electrical,Electrical,Electrical,"$10,000,000 ",Less than $25M,,,,,,,,,,,,,"$20,331","$1,469,653","$618,743",-58%,"-$850,910",
"Mid - Atlantic Mechanical, Inc.",0014x00000jTMUmAAO,0014x00000jTMUm,Mechanical,Mechanical,Mechanical,"$112,000,000 ",$100M-$500M,,,,,,,,,,,,,"$8,793","$1,729,255","$3,643,653",111%,"$1,914,398",
NLG,0014x00000jRwtjAAC,0014x00000jRwtj,Electrical,Electrical,Electrical,"$185,000,000 ",$100M-$500M,,,,,,,,,,,,,"$4,120,202","$7,815,106","$5,059,693",-35%,"-$2,755,413",
Nardone Electrical Corp.,0014x00000D8d81AAB,0014x00000D8d81,Electrical,Electrical,Electrical,"$41,000,000 ",$25M-$100M,,,,,,,,,,,,,$446,$0,"$428,528",#DIV/0!,"$428,528",
Southwest Plumbing Services,0014x00000jTMcMAAW,0014x00000jTMcM,Mechanical,Mechanical,Mechanical,"$18,000,000 ",Less than $25M,,,,,,,,,,,,,"$249,053","$174,706","$437,300",150%,"$262,595",
"Brent Electric Co, Inc.",0014x00000sim9IAAQ,0014x00000sim9I,Electrical,Electrical,Electrical,"$3,114,630 ",Less than $25M,,,,,,,,,,,,,,$131,"$3,643",2675%,"$3,512",
Crestview Electric,0014x00001oIci7AAC,0014x00001oIci7,Electrical,Electrical,Electrical,"$21,763,350 ",Less than $25M,,,,,,,,,,,,,,"$27,171","$1,040,906",3731%,"$1,013,735",
DMS Mechanical,0014x00000si4IGAAY,0014x00000si4IG,Mechanical,Mechanical,Mechanical,"$25,000,000 ",$25M-$100M,,,,,,,,,,,,,,"$10,849","$2,131,532",19547%,"$2,120,682",
Donato PLMG Inc.,001Rk00000FPezKIAT,001Rk00000FPezK,Mechanical,Mechanical,Mechanical,"$40,000,000 ",$25M-$100M,,,,,,,,,,,,,,"$1,206","$1,025",-15%,-$181,
"Eagle Controls, LLC",0014x00000cvNXUAA2,0014x00000cvNXU,Mechanical,Mechanical,Mechanical,"$1,000,000,000 ",$500M+,,,,,,,,,,,,,,$1,$0,-100%,-$1,
Harry Pepper & Associates,0014x00001zsxPoAAI,0014x00001zsxPo,Electrical/Mechanical,Electrical/Mechanical,Other,"$40,000,000 ",$25M-$100M,,,,,,,,,,,,,,"$2,554",$0,-100%,"-$2,554",
"Icon Mechanical Construction & Engineering, Llc.",0014x00000cvNXUAA2,0014x00000cvNXU,Mechanical,Mechanical,Mechanical,"$1,000,000,000 ",$500M+,,,,,,,,,,,,,,$1,"$5,000",908991%,"$4,999",
JND Mechanical,0014x00000jTMnNAAW,0014x00000jTMnN,Mechanical,Mechanical,Mechanical,"$25,000,000 ",$25M-$100M,,,,,,,,,,,,,,$1,"$261,173",26117160%,"$261,172",
"Jakes Electric, LLC",0014x00000KpyDUAAZ,0014x00000KpyDU,Electrical,Electrical,Electrical,"$45,000,000 ",$25M-$100M,,,,,,,,,,,,,,$1,$309,55996%,$308,
"K & R Electric, Inc. - Branson",0014x00000cvXAxAAM,0014x00000cvXAx,Electrical,Electrical,Electrical,"$3,500,000 ",Less than $25M,,,,,,,,,,,,,,$1,$0,-100%,-$1,
Mechanical Systems Co. LLC,0014x00000jTMU5AAO,0014x00000jTMU5,Mechanical,Mechanical,Mechanical,"$29,000,000 ",$25M-$100M,,,,,,,,,,,,,,$303,"$3,016",896%,"$2,713",
Nebrasky HVAC / Service,001Rk00000vqeoXIAQ,001Rk00000vqeoX,Mechanical,Mechanical,Mechanical,"$7,000,000 ",Less than $25M,,,,,,,,,,,,,,"$7,834","$39,044",398%,"$31,210",
Nebrasky New Construction Plumbing,001Rk00000vqeoXIAQ,001Rk00000vqeoX,Mechanical,Mechanical,Mechanical,"$7,000,000 ",Less than $25M,,,,,,,,,,,,,,"$8,200","$1,400",-83%,"-$6,800",
"Riddleberger Brothers, Inc.",0014x00000jTLsKAAW,0014x00000jTLsK,Mechanical,Mechanical,Mechanical,"$95,000,000 ",$25M-$100M,,,,,,,,,,,,,,$309,$0,-100%,-$309,
Robert B. Samuels Inc.,0014x00000FRUZqAAP,0014x00000FRUZq,Electrical,Electrical,Electrical,"$60,000,000 ",$25M-$100M,,,,,,,,,,,,,,$55,"$39,765",71574%,"$39,709",
"Three Phase Electric, Llc.",0014x00000uuOqtAAE,0014x00000uuOqt,Electrical,Electrical,Electrical,"$8,000,000 ",Less than $25M,,,,,,,,,,,,,,"$25,620","$151,435",491%,"$125,816",
"Two Sigma Construction Group, Inc.",001Rk00000mmO1NIAU,001Rk00000mmO1N,Mechanical,Mechanical,Mechanical,"$5,000,000 ",Less than $25M,,,,,,,,,,,,,,"$14,526","$6,220",-57%,"-$8,305",
"iENG, LLC",0014x00000cvNXUAA2,0014x00000cvNXU,Mechanical,Mechanical,Mechanical,"$1,000,000,000 ",$500M+,,,,,,,,,,,,,,$1,$0,-100%,-$1,
"iSuite, LLC",0014x00000cvNXUAA2,0014x00000cvNXU,Mechanical,Mechanical,Mechanical,"$1,000,000,000 ",$500M+,,,,,,,,,,,,,,$1,$0,-100%,-$1,
All States Plumbing & Heating,0014x00000jTMJnAAO,0014x00000jTMJn,Mechanical,Mechanical,Mechanical,"$4,000,000 ",Less than $25M,,,,,,,,,,,,,,,"$16,598",,,
"Arcon Electric, LLC",001Rk00000vpT7CIAU,001Rk00000vpT7C,Electrical,Electrical,Electrical,"$1,386,000 ",Less than $25M,,,,,,,,,,,,,,,"$8,199",,,
B.H. Inc.,0014x00000cwGYZAA2,0014x00000cwGYZ,Electrical,Electrical,Electrical,"$250,000,000 ",$100M-$500M,,,,,,,,,,,,,,,$72,,,
Berglund Construction Co.,0014x000015Vsy6AAC,0014x000015Vsy6,General Contractor,General Contractor,Other,"$40,000,000 ",$25M-$100M,,,,,,,,,,,,,,,$132,,,
"CVM Electric, Inc.",0014x00000cwDwsAAE,0014x00000cwDws,Electrical,Electrical,Electrical,"$15,000,000 ",Less than $25M,,,,,,,,,,,,,,,$1,,,
"Electricians, Inc. (OLD)",0014x00000FRsDFAA1,0014x00000FRsDF,Electrical,Electrical,Electrical,"$53,817,000 ",$25M-$100M,,,,,,,,,,,,,,,$11,,,
Grunwald Mechanical Contractors & Engineers,0014x00000jT95NAAS,0014x00000jT95N,Mechanical,Mechanical,Mechanical,"$40,000,000 ",$25M-$100M,,,,,,,,,,,,,,,"$52,413",,,
Hicks Lightning Live Company,0014x000019SJjBAAW,0014x000019SJjB,Construction,Construction,Other,"$70,000,000 ",$25M-$100M,,,,,,,,,,,,,,,$2,,,
"Omaha Electric Service, Inc.",0014x00000Hnt96AAB,0014x00000Hnt96,Electrical,Electrical,Electrical,"$20,000,000 ",Less than $25M,,,,,,,,,,,,,,,$1,,,
"Safari Electric, LLC",0014x00000HnssRAAR,0014x00000HnssR,Electrical,Electrical,Electrical,"$15,000,000 ",Less than $25M,,,,,,,,,,,,,,,"$57,130",,,
WDF Inc.,0014x00001miabnAAA,0014x00001miabn,Mechanical,Mechanical,Mechanical,"$8,000,000 ",Less than $25M,,,,,,,,,,,,,,,$950,,,
