The Pace Companies,0014x00000KpbENAAZ,0014x00000KpbEN,Mechanical,Mechanical,Mechanical,"$60,266,000 ",$25M-$100M,"$1,108,309.77","$102,438.67",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Cummings Electrical, LP",0014x00000KpfzvAAB,0014x00000Kpfzv,Electrical,Electrical,Electrical,"$370,000,000 ",$100M-$500M,"$8,898,056","$3,870,498","$31,407,616","$30,322,646","$33,794,080","$4,224,525","$13,002,599","$36,877,783","$15,097,488","$14,071,897","$19,002,139","$16,004,999","$34,079,631","$12,251,741","$9,414,244",-23%,"-$2,837,498",
"Strategic Mechanical, Inc.",0014x00000Kpg2KAAR,0014x00000Kpg2K,Mechanical,Mechanical,Mechanical,"$50,922,000 ",$25M-$100M,"$3,656,113.23","$824,948.12","$946,021.97","$1,049,258.54","$1,289,039.63","$741,330.32","$1,221,435.68","$1,595,112.79","$1,522,761.48","$1,841,426","$715,295","$1,011,044","$836,107","$399,807","$1,335,996",234%,"$936,189",
Mcinnis Systems,0014x00000Kpg3bAAB,0014x00000Kpg3b,Electrical,Electrical,Electrical,"$8,000,000 ",Less than $25M,"$90,851","$27,823","$217,381","$22,555","$47,307","$15,142","$39,066","$68,863","$24,663","$114,479","$69,564","$327,824","$184,954","$940,393","$238,007",-75%,"-$702,386",
ICS – Integrated Communication Systems,0014x00000Kpg4PAAR,0014x00000Kpg4P,Electrical,Electrical,Electrical,"$10,000,000 ",Less than $25M,"$208,674","$523,328","$555,201","$652,359","$278,797","$367,783","$284,719","$246,283","$554,316","$279,442","$625,165","$863,117","$284,466","$1,037,194","$1,753,238",69%,"$716,044",
"Boys Electrical Contractors, LLC",0014x00000Kpg4YAAR,0014x00000Kpg4Y,Electrical,Electrical,Electrical,"$25,000,000 ",$25M-$100M,"$787,673","$469,972","$1,005,223","$924,278","$1,656,207","$563,589","$647,990","$706,570","$713,313","$995,139","$633,200","$571,122","$880,474","$561,905","$706,146",26%,"$144,240",
"Danny Davis Electrical Contrs., Inc.",0014x00000Kpg5xAAB,0014x00000Kpg5x,Electrical,Electrical,Electrical,"$6,339,000 ",Less than $25M,"$97,408","$115,785","$210,348","$43,588","$14,106","$427,224","$20,214","$30,481","$76,352","$145,391","$161,980","$91,786","$121,921","$126,980","$35,941",-72%,"-$91,039",
"Delta Electrical, Inc.",0014x00000Kpg6eAAB,0014x00000Kpg6e,Electrical,Electrical,Electrical,"$19,576,000 ",Less than $25M,"$233,634","$269,128","$366,031","$278,346","$270,363","$178,864","$296,023","$293,069","$212,614","$332,025","$156,380","$314,715","$124,659","$199,212","$207,543",4%,"$8,332",
"Ostrow Electrical Supply Co., Inc.",0014x00000Kpg6yAAB,0014x00000Kpg6y,Electrical,Electrical,Electrical,"$35,000,000 ",$25M-$100M,"$13,447","$8,719","$6,521","$9,998","$14,727","$60,726","$48,581","$55,225","$74,618","$81,189","$67,780","$82,877","$89,371","$79,839","$131,604",65%,"$51,765",
Safeway Electric,0014x00000Kpg7WAAR,0014x00000Kpg7W,Electrical,Electrical,Electrical,"$27,000,000 ",$25M-$100M,"$1,361,648","$646,585","$2,205,228","$1,558,683","$471,516","$807,576","$1,794,213","$363,480","$932,120","$819,210","$269,267","$735,725","$1,897,832","$677,978","$468,671",-31%,"-$209,306",
Kleinberg Electric,0014x00000Kpg8kAAB,0014x00000Kpg8k,Electrical,Electrical,Electrical,"$28,313,000 ",$25M-$100M,"$363,910","$505,472","$886,645","$1,176,724","$305,288","$182,351","$491,975","$692,891","$713,879","$470,851","$655,493","$757,986","$209,090","$352,236","$1,351,636",284%,"$999,400",
"Dse Electric, Inc.",0014x00000Kpg8VAAR,0014x00000Kpg8V,Electrical,Electrical,Electrical,"$15,891,000 ",Less than $25M,"$131,983","$167,940","$149,433","$261,354","$107,760","$65,666","$23,841","$37,642","$64,608","$75,431","$93,480","$68,308","$106,308","$120,094","$489,408",308%,"$369,314",
"MMR Group, Inc.",0014x00000Kpg9QAAR,0014x00000Kpg9Q,Electrical,,Electrical,,Less than $25M,,,,,,,"$10,852,893",$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Fayette Electrical Service,0014x00000KpgASAAZ,0014x00000KpgAS,Electrical,Electrical,Electrical,"$7,600,000 ",Less than $25M,"$601,219","$1,449,916","$623,531","$678,057","$413,709","$378,716","$215,203","$226,199","$288,943","$376,107","$478,504","$726,526","$159,259","$97,755","$207,862",113%,"$110,108",
"Tutor Electrical Service, Inc.",0014x00000KpgB1AAJ,0014x00000KpgB1,Electrical,Electrical,Electrical,"$11,000,000 ",Less than $25M,"$125,460","$294,456","$281,243","$231,638","$226,238","$251,329","$122,803","$285,022","$370,308","$426,626","$327,985","$236,290","$147,045","$112,868","$118,976",5%,"$6,108",
Mills Electric Co - Bellingham,0014x00000KpgB4AAJ,0014x00000KpgB4,Electrical,Electrical,Electrical,"$35,000,000 ",$25M-$100M,"$295,669","$1,004,369","$2,081,822","$157,693","$182,856","$730,566","$94,355","$316,849","$547,216","$343,180","$388,420","$688,501","$537,766","$4,558,959","$198,039",-96%,"-$4,360,919",
"Hunt Electric, Inc.",0014x00000KpgB5AAJ,0014x00000KpgB5,Electrical,Electrical,Electrical,"$253,458,000 ",$100M-$500M,"$5,309,146","$839,874","$3,172,103","$4,876,744","$3,165,124","$3,671,238","$3,015,290","$2,620,825","$986,406","$562,566","$332,160","$201,314","$266,176","$35,331","$179,367",408%,"$144,036",
Archiable Electric,0014x00000KpgCvAAJ,0014x00000KpgCv,Electrical,Electrical,Electrical,"$11,061,620 ",Less than $25M,"$418,536","$444,606","$641,978","$351,621","$456,554","$169,773","$500,943","$5,314,515","$1,151,130","$1,222,106","$235,987","$238,918","$228,510","$391,192","$6,433,361",1545%,"$6,042,170",
Electrical Contractors Inc.,0014x00000KpgDDAAZ,0014x00000KpgDD,Electrical,Electrical,Electrical,"$10,000,000 ",Less than $25M,"$958,819","$295,435","$694,909","$629,242","$202,912","$148,477","$1,572,542","$235,075","$90,467","$913,088","$345,349","$57,604","$146,031","$302,105","$74,212",-75%,"-$227,893",
Critical Electric Systems Group,0014x00000KpgDTAAZ,0014x00000KpgDT,Electrical,Electrical,Electrical,"$10,000,000 ",Less than $25M,"$472,825","$475,179","$232,244","$431,650","$352,190","$247,207","$216,388","$350,499","$636,969","$740,763","$256,474","$511,841","$1,868,274","$562,176","$361,362",-36%,"-$200,814",
"Phillips Electric & Associates, Inc.",0014x00000KpgEoAAJ,0014x00000KpgEo,Electrical,Electrical,Electrical,"$15,000,000 ",Less than $25M,"$81,691","$59,068","$50,737","$315,865","$15,897","$182,025","$243,306","$224,068","$238,362","$490,311","$538,519","$562,233","$42,973","$63,274","$20,091",-68%,"-$43,183",
DP Electric,0014x00000KpgFDAAZ,0014x00000KpgFD,Electrical,Electrical,Electrical,"$300,000,000 ",$100M-$500M,"$4,289,107","$2,532,992","$3,959,055","$2,243,929","$2,911,991","$2,549,523","$16,608,859","$9,197,597","$9,418,683","$4,968,416","$12,901,855","$7,469,807","$10,438,957","$8,399,765","$4,095,255",-51%,"-$4,304,510",
TAP Electric,0014x00000KpgG6AAJ,0014x00000KpgG6,Electrical,Electrical,Electrical,"$47,200,000 ",$25M-$100M,"$15,864,814","$535,335","$6,206,528","$475,301","$327,687","$587,818","$470,840","$485,492","$415,128","$627,084","$426,484","$494,774","$3,332,082","$372,034","$936,315",152%,"$564,281",
All Tech Electric Texas,0014x00000KpgGBAAZ,0014x00000KpgGB,Electrical,Electrical,Electrical,"$22,000,000 ",Less than $25M,"$24,853","$427,699","$103,690","$383,145","$103,744","$64,235","$89,122","$92,307","$116,272","$52,730","$71,196","$341,608","$29,185","$267,246","$108,972",-59%,"-$158,274",
Titan Electric,0014x00000KpgGIAAZ,0014x00000KpgGI,Electrical,Electrical,Electrical,"$100,000,000 ",$100M-$500M,"$4,753",$968,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Mark III Construction,0014x00000KpgHvAAJ,0014x00000KpgHv,Electrical,,Electrical,"$110,000,000 ",$100M-$500M,,,,$0,"$29,788",$0,$0,"$491,421","$1,008,065","$1,132,247","$2,338,666","$1,967,230","$1,714,663","$807,110","$2,645,024",228%,"$1,837,913",
M3 MEP,,0014x00000KpgHv,Electrical,Electrical,Electrical,"$110,000,000 ",$100M-$500M,,,,,,,"$74,793","$1,253,485","$1,474,303","$1,155,881","$752,233","$2,083,003","$967,028","$317,887","$520,466",64%,"$202,579",
Martin Electric,0014x00000KpgohAAB,0014x00000Kpgoh,Electrical,Electrical,Electrical,"$20,000,000 ",Less than $25M,"$620,760","$1,812,452","$1,631,007","$2,683,845","$1,011,297","$628,366","$885,651","$535,063","$831,556","$1,374,685","$817,086","$774,435","$823,586","$2,418,114","$553,877",-77%,"-$1,864,237",
Corbins,0014x00000KpgoXAAR,0014x00000KpgoX,Electrical,Electrical,Electrical,"$444,905,000 ",$100M-$500M,"$305,265","$890,414","$819,806","$6,236,206","$683,893","$549,259","$2,363,885","$7,320,607","$1,350,799","$14,182,502","$8,593,859","$11,768,781","$5,911,273","$3,480,317","$6,885,290",98%,"$3,404,973",
Beacon Electric Company,0014x00000KpqVPAAZ,0014x00000KpqVP,Electrical,Electrical,Electrical,"$40,000,000 ",$25M-$100M,"$725,744","$1,810,156","$940,427","$975,970","$1,871,051","$1,573,043","$790,349","$1,328,060","$680,300","$1,146,204","$528,856","$689,115","$1,545,260","$2,995,098","$2,072,976",-31%,"-$922,122",
Power Design Inc.,0014x00000KpwiDAAR,0014x00000KpwiD,Electrical,Electrical,Electrical,"$1,146,000,000 ",$500M+,"$35,373,154","$42,314,858","$29,896,613","$38,138,708","$26,006,660","$23,206,696","$25,610,298","$31,084,266","$24,394,114","$35,222,708","$22,652,188","$26,319,196","$23,120,398","$27,679,858","$35,427,598",28%,"$7,747,740",
"Apollo Group, Inc.",0014x00000Kpy4pAAB,0014x00000Kpy4p,Electrical,Electrical,Electrical,"$13,500,000 ",Less than $25M,"$1,227","$4,928","$11,197","$57,455","$100,801","$54,297","$120,148","$178,192","$91,869","$217,600","$1,217,476","$66,965","$55,901","$69,454","$169,816",145%,"$100,362",
Bana Electric Corp.,0014x00000Kpy5hAAB,0014x00000Kpy5h,Electrical,Electrical,Electrical,"$18,000,000 ",Less than $25M,$0,$0,$2,"$6,043",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Bana Electric Testing,0014x00000Kpy5hAAB,0014x00000Kpy5h,Electrical,Electrical,Electrical,"$18,000,000 ",Less than $25M,$0,$0,$1,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Young Electric,0014x00000Kpy6EAAR,0014x00000Kpy6E,Electrical,Electrical,Electrical,,Less than $25M,$282,$0,$0,"$1,111",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Cheran Inc,0014x00000Kpy78AAB,0014x00000Kpy78,Electrical,Electrical,Electrical,"$12,490,000 ",Less than $25M,"$465,567","$407,292","$733,322","$1,245,855","$918,480","$1,449,077","$266,141","$1,032,710","$626,252","$411,273","$698,095","$263,746","$394,422","$920,272","$238,363",-74%,"-$681,909",
"Premise, Inc.",0014x00000Kpy7IAAR,0014x00000Kpy7I,Electrical,Electrical,Electrical,"$15,000,000 ",Less than $25M,"$148,442","$136,374","$561,845","$437,134","$561,765","$529,930","$551,286","$219,394","$151,968","$393,030","$288,929","$772,061","$2,609,349","$1,265,887","$103,504",-92%,"-$1,162,383",
Hill Electric,0014x00000Kpy8sAAB,0014x00000Kpy8s,Electrical,Electrical,Electrical,"$10,000,000 ",Less than $25M,"$67,697","$102,548","$101,995","$208,945","$111,963","$110,605","$81,780","$130,588","$132,888","$216,023","$96,892","$316,600","$102,610","$82,192","$97,452",19%,"$15,260",
Arcadia Electrical,0014x00000Kpy9eAAB,0014x00000Kpy9e,Electrical,Electrical,Electrical,"$25,000,000 ",$25M-$100M,"$344,160","$1,322,427","$439,589","$299,695","$292,369","$312,531","$228,220","$145,292","$971,715","$357,537","$99,634","$231,090","$369,860","$996,323","$411,464",-59%,"-$584,859",
Broadway Electric Service Company LLC,0014x00000Kpy9QAAR,0014x00000Kpy9Q,Electrical,Electrical,Electrical,"$144,947,000 ",$100M-$500M,"$260,081","$1,954,656","$650,183","$1,046,011","$1,161,545","$919,980","$804,087","$607,991","$759,276","$945,337","$1,211,912","$1,791,958","$703,525","$1,487,523","$1,253,004",-16%,"-$234,518",
"William A.J. Shaeffer & Sons, Inc.",0014x00000KpyAhAAJ,0014x00000KpyAh,Electrical,Electrical,Electrical,"$22,800,000 ",Less than $25M,"$122,702","$4,281,148","$513,556","$651,512","$250,347","$797,532","$776,167","$5,925,194","$3,762,789","$1,179,980","$315,018","$674,395","$1,687,438","$405,221","$491,054",21%,"$85,833",
Gross Electric Inc.,0014x00000KpyAJAAZ,0014x00000KpyAJ,Electrical,Electrical,Electrical,"$22,000,000 ",Less than $25M,"$533,591","$400,529","$485,500","$274,290","$310,836","$319,220","$484,931","$282,935","$792,982","$1,205,294","$1,229,999","$1,021,482","$717,405","$2,152,731","$1,711,676",-20%,"-$441,055",
Flex Electric,0014x00000KpyAmAAJ,0014x00000KpyAm,Electrical,Electrical,Electrical,"$5,187,000 ",Less than $25M,"$14,721","$23,706","$86,160","$60,973","$44,204","$62,004","$89,348","$55,249","$40,254","$256,370","$60,257","$35,299","$20,356","$29,025","$25,732",-11%,"-$3,294",
Egg Electric,0014x00000KpyAQAAZ,0014x00000KpyAQ,Electrical,Electrical,Electrical,"$25,000,000 ",$25M-$100M,"$618,563","$71,407",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Jewell Electric,0014x00000KpyARAAZ,0014x00000KpyAR,Electrical,Electrical,Electrical,"$4,000,000 ",Less than $25M,"$205,928","$82,139","$218,255","$222,290","$179,170","$138,968","$77,995","$351,664","$159,681","$156,919","$206,805","$202,818","$68,704","$99,457","$56,910",-43%,"-$42,547",
Candela Systems Corporation,0014x00000KpyEAAAZ,0014x00000KpyEA,Electrical,,Electrical,"$2,000,000 ",Less than $25M,,,,$0,$0,"$6,739",$0,$0,$0,$0,$0,"$1,415",$276,$0,$0,#DIV/0!,$0,
Rewald Electric Co.,0014x00000Kq2gnAAB,0014x00000Kq2gn,Electrical,Electrical,Electrical,"$5,000,000 ",Less than $25M,"$10,936","$51,466","$2,272",$177,"$5,079",$779,$137,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"D/E/F Services Group, Ltd",0014x00000KqUWTAA3,0014x00000KqUWT,Electrical,Electrical,Electrical,"$16,500,000 ",Less than $25M,$112,$326,$0,$0,$0,$0,$0,$0,$0,$0,"$2,187","$1,287",$0,$0,$0,#DIV/0!,$0,
ABCO South,0014x00000l9sGaAAI,0014x00000l9sGa,Electrical,Electrical,Electrical,"$7,000,000 ",Less than $25M,"$6,794","$5,203","$2,349",$927,$160,"$9,252","$3,953",$0,"$40,607","$20,675","$10,039","$8,877","$61,108","$11,255","$14,069",25%,"$2,814",
"Stewart Electric Co., Inc.",0014x00000reD5PAAU,0014x00000reD5P,Electrical,Electrical,Electrical,"$14,000,000 ",Less than $25M,"$4,982",$0,$0,$0,$0,$0,$0,$0,$0,"$2,870","$54,920","$65,964",$0,$0,$0,#DIV/0!,$0,
Tesla Electric,0014x00000rfL8xAAE,0014x00000rfL8x,Electrical,Electrical,Electrical,"$6,411,000 ",Less than $25M,$0,"$5,304",$0,$0,$0,$0,$0,$0,$0,$0,"$18,922","$9,021","$11,448","$13,234","$41,100",211%,"$27,866",
Delco Electrical Corp.,0014x00000SF9U6AAL,0014x00000SF9U6,Electrical,Electrical,Electrical,"$18,000,000 ",Less than $25M,"$406,505","$400,586","$3,820,666","$490,866","$414,045","$336,947","$292,133","$292,719","$2,116,726","$658,174","$368,033","$1,079,810","$147,946","$420,069","$574,443",37%,"$154,374",
JT Electric,0014x00000sGfylAAC,0014x00000sGfyl,Electrical,Electrical,Electrical,"$12,000,000 ",Less than $25M,"$963,053","$366,204","$211,310","$191,762","$276,731","$210,358","$195,628","$606,034","$227,996","$302,154","$212,457","$371,727","$289,010","$498,715","$712,736",43%,"$214,021",
"Premier Mechanical, LLC",0014x00000shuBQAAY,0014x00000shuBQ,Mechanical,,Mechanical,"$15,000,000 ",Less than $25M,,,,$0.00,"$454,127.24","$53,514.10","$91,298.22","$378,826.69","$104,899.70","$545,909","$494,544","$39,654","$102,172","$40,353",$366,-99%,"-$39,987",
V.O. Brothers Mechanical,0014x00000shuTzAAI,0014x00000shuTz,Mechanical,Mechanical,Mechanical,"$40,000,000 ",$25M-$100M,"$156,557.78","$28,765.31","$5,211,138.83","$704,591.07","$1,004,399.29","$265,278.55","$1,048,916.54","$151,207.97","$2,521,837.30","$803,524","$138,415","$474,342","$76,902","$653,018","$103,311",-84%,"-$549,707",
"Gallo Mechanical, LLC.",0014x00000shuUfAAI,0014x00000shuUf,Mechanical,Mechanical,Mechanical,"$161,481,000 ",$100M-$500M,"$1,481,635.45","$1,728,902.10","$1,273,664.48","$1,555,070.70","$1,523,398.70","$1,338,152.71","$1,125,080.51","$1,573,280.05","$1,137,975.15","$1,509,948","$1,577,283","$2,860,708","$1,320,558","$1,367,706","$1,531,678",12%,"$163,972",
"Herlocker Mechanical Systems, Inc.",0014x00000shuUYAAY,0014x00000shuUY,Mechanical,Mechanical,Mechanical,"$30,000,000 ",$25M-$100M,$0.00,$199.46,"$3,987,094.88","$566,383.71","$285,580.23","$350,896.88","$3,062.90",$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Ecker Mechanical Contractors,0014x00000si2eVAAQ,0014x00000si2eV,Mechanical,,Mechanical,"$15,000,000 ",Less than $25M,"$4,445.83","$7,477.03","$20,277.82","$9,649.64","$79,196.26","$35,736.69","$7,822.39","$137,261.59","$52,870.62","$55,210","$31,104","$10,211","$11,771","$124,666","$1,240,062",895%,"$1,115,395",
Southern Electrical Services,0014x00000sihpaAAA,0014x00000sihpa,Electrical,Electrical,Electrical,"$7,000,000 ",Less than $25M,"$842,963","$864,692","$730,086","$952,091","$613,498","$652,406","$828,213","$929,274","$1,092,868","$1,415,242","$862,904","$837,895","$305,640","$751,497","$337,260",-55%,"-$414,237",
"Ace Electric Co., Inc.",0014x00000sihtUAAQ,0014x00000sihtU,Electrical,Electrical,Electrical,"$10,190,570 ",Less than $25M,"$37,547","$27,156","$18,523","$17,066","$25,578","$72,453","$49,402","$18,410","$50,487","$38,148","$22,074","$64,629","$20,524","$15,966","$26,615",67%,"$10,648",
"Centrim Electric, Inc.",0014x00000sihuoAAA,0014x00000sihuo,Electrical,Electrical,Electrical,"$45,000,000 ",$25M-$100M,$0,"$191,118","$976,981","$2,033,424","$510,129","$612,316","$670,911","$640,227","$500,562","$494,528","$357,206","$2,487,482","$246,710","$232,195","$195,741",-16%,"-$36,454",
"Primary Power Electric, LLC",0014x00000sihwFAAQ,0014x00000sihwF,Electrical,Electrical,Electrical,"$6,062,804 ",Less than $25M,"$197,642","$118,650","$212,963","$398,680","$1,224,590","$242,551","$334,654","$188,277","$175,244","$203,624","$77,254","$121,072","$316,610","$167,679","$254,572",52%,"$86,893",
"Automation & Electronics, Inc.",0014x00000simBlAAI,0014x00000simBl,Electrical,Electrical,Electrical,"$80,000,000 ",$25M-$100M,"$18,065","$333,234","$38,847","$20,313","$3,619,010","$1,196,691","$2,407,193","$10,268,135","$7,252,404","$6,195,821","$1,251,588","$4,141,224","$4,451,908","$3,888,103","$6,994,936",80%,"$3,106,833",
"Enterprise Electrical Contractors, Inc",0014x00000UESUmAAP,0014x00000UESUm,Electrical,Electrical,Electrical,"$10,000,000 ",Less than $25M,"$57,806","$64,505","$60,221","$65,251","$47,073","$49,039","$59,274","$38,168","$30,990","$39,270","$34,811","$26,261","$21,838","$158,472","$52,671",-67%,"-$105,801",
"Pacific Southwest Structures, Inc.",0014x00000uttrzAAA,0014x00000uttrz,Concrete,,Other,"$25,000,000 ",$25M-$100M,,,,$0.00,$0.00,$1.00,$0.00,"$3,500.00","$6,453.02",$0,$0,$182,$677,$0,$0,#DIV/0!,$0,
McKee & Company Electric,0014x00000UU2KWAA1,0014x00000UU2KW,Electrical,Electrical,Electrical,"$10,000,000 ",Less than $25M,"$20,702","$3,896","$4,215","$13,869","$6,504","$17,168","$52,804","$51,186","$157,940","$89,127","$202,797","$14,457","$13,830","$14,762","$50,147",240%,"$35,385",
High-Light Electric Inc.,0014x00000uuOpQAAU,0014x00000uuOpQ,Electrical,Electrical,Electrical,"$25,000,000 ",$25M-$100M,"$514,582","$914,214","$469,349","$1,291,565","$849,405","$360,127","$435,256","$892,951","$628,358","$754,381","$245,018","$499,437","$349,786","$723,589","$233,692",-68%,"-$489,897",
Trammell Bell,0014x00000uuOr5AAE,0014x00000uuOr5,Electrical,,Electrical,"$5,500,000 ",Less than $25M,,,,$0,$0,$1,$0,"$12,192","$43,729",$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
KRS Electric,0014x00000vlGiiAAE,0014x00000vlGii,Electrical,Electrical,Electrical,"$5,062,000 ",Less than $25M,$594,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"D.V. Brown & Assoc., Inc.",0014x00000vs61UAAQ,0014x00000vs61U,Mechanical,Mechanical,Mechanical,"$20,000,000 ",Less than $25M,"$236,036.35","$579,345.83","$528,389.34","$333,310.59","$440,047.45","$438,953.70","$377,182.04","$275,399.85","$254,164.46","$197,574","$186,180","$261,305","$178,307","$224,105","$265,232",18%,"$41,126",
"AGC, Inc.",0014x00000vs65KAAQ,0014x00000vs65K,Mechanical,Mechanical,Mechanical,"$30,000,000 ",$25M-$100M,"$126,361.54","$42,653.98","$165,075.21","$199,370.70","$191,199.99","$182,237.53","$188,133.77","$170,092.86","$138,702.85","$96,708","$78,321","$104,455","$54,712","$37,470","$45,950",23%,"$8,480",
Feddon Mechanical LLC,0014x00000vs69EAAQ,0014x00000vs69E,Mechanical,Mechanical,Mechanical,"$5,000,000 ",Less than $25M,"$11,010.10","$13,914.75","$6,884.68","$24,582.52","$18,368.83","$35,193.40","$3,431.23",$0.00,"$51,107.61","$81,289","$32,522","$61,625","$41,369","$42,246","$11,165",-74%,"-$31,082",
MSI,0014x00000vs6BBAAY,0014x00000vs6BB,Mechanical,,Mechanical,"$100,000,000 ",$100M-$500M,,,,$0.00,$602.00,$0.00,"$248,668.03","$425,150.39","$690,283.35","$1,349,222","$1,563,482","$1,107,772","$2,005,192","$554,034","$934,971",69%,"$380,937",
"TJW Industrial, Inc.",0014x00000vs6BNAAY,0014x00000vs6BN,Mechanical,Mechanical,Mechanical,"$35,000,000 ",$25M-$100M,"$877,032.39","$867,721.18","$1,155,328.15","$2,513,825.27","$1,982,473.79","$2,999,428.17","$959,502.33","$1,239,043.61","$1,951,894.32","$2,019,499","$2,486,126","$2,828,218","$2,015,674","$1,098,867",$0,-100%,"-$1,098,867",
Portermatt Electric,0014x00000WeLy1AAF,0014x00000WeLy1,Electrical,Electrical,Electrical,"$19,310,100 ",Less than $25M,"$510,070","$578,679","$506,879","$764,600","$569,095","$392,294","$547,147","$1,170,168","$366,199","$726,814","$173,784","$217,135","$254,873","$426,312","$385,670",-10%,"-$40,643",
"Grassland Enterprises, Inc.",0014x00000XggK0AAJ,0014x00000XggK0,Electrical,,Electrical,"$7,000,000 ",Less than $25M,,,,"$19,469","$11,675","$17,308","$42,602","$40,336","$35,568","$59,064","$15,714","$75,956","$32,953","$19,027","$20,987",10%,"$1,960",
East-West Electric Inc.,0014x00000XgoHKAAZ,0014x00000XgoHK,Electrical,Electrical,Electrical,"$10,000,000 ",Less than $25M,$770,"$117,701","$2,638","$126,271","$52,337","$18,647","$56,677","$461,632","$40,505","$28,403","$33,570","$290,772","$28,470","$42,219","$192,780",357%,"$150,560",
Inter-Bay Electric,0014x00000XgowcAAB,0014x00000Xgowc,Electrical,Electrical,Electrical,"$15,000,000 ",Less than $25M,"$123,615","$1,009,470","$58,262","$222,007","$1,465,359","$676,685","$419,194","$125,120","$245,205","$501,016","$400,256","$306,496","$146,083","$31,538",$0,-100%,"-$31,538",
"Alliance Exterior Construction, Inc.",0014x00000xT0eqAAC,0014x00000xT0eq,Roofing,Roofing,Other,"$32,000,000 ",$25M-$100M,"$1,049,044.45","$721,559.25","$6,383,564.98","$1,000,724.76","$3,878,261.11","$1,315,298.04","$2,373,063.79","$2,400,576.91","$1,240,214.30","$1,250,032","$806,297","$1,164,744","$2,400,048","$1,955,601","$1,254,517",-36%,"-$701,083",
Delta Innovative Services Inc.,0014x00000xT0k4AAC,0014x00000xT0k4,Roofing,Roofing,Other,"$18,399,000 ",Less than $25M,"$686,353.65","$532,331.21","$806,564.35","$620,796.76","$549,899.35","$931,412.17","$511,883.20","$668,412.98","$846,665.91","$7,042,769","$243,836","$300,221","$807,067","$329,156","$299,594",-9%,"-$29,562",
5 Points Electrical (2025),0014x00000Y0rfUAAR,0014x00000Y0rfU,Electrical,Electrical,Electrical,"$12,500,000 ",Less than $25M,"$1,385,750",$0,"$520,191","$862,117","$280,049","$260,599","$679,051","$1,220,725","$381,555","$1,185,264","$626,364","$677,479","$65,470","$204,380","$455,300",123%,"$250,920",
5 Points Electrical Company,0014x00000Y0rfUAAR,0014x00000Y0rfU,Electrical,Electrical,Electrical,"$12,500,000 ",Less than $25M,$388,$0,"$1,200",$0,$47,$0,$0,$0,"$27,068","$1,131",$0,$0,$0,$0,$0,#DIV/0!,$0,
MK Electric & Design Inc.,0014x00000Y1MWeAAN,0014x00000Y1MWe,Electrical,Electrical,Electrical,"$10,000,000 ",Less than $25M,"$47,874","$188,865","$126,671","$511,056","$360,598","$68,445","$106,999",$0,"$67,988","$49,790","$50,554","$57,050","$30,637","$51,038","$92,815",82%,"$41,777",
"ECON Electrical Contractors, Inc.",0014x00000YjdMaAAJ,0014x00000YjdMa,Electrical,Electrical,Electrical,"$5,000,000 ",Less than $25M,"$228,202","$71,500","$35,525","$119,882","$48,109","$23,441","$70,707","$41,666","$96,718","$12,438",$28,"$349,466","$8,835","$4,572","$11,973",162%,"$7,401",
Triangle Electric Company,0014x00000YjedBAAR,0014x00000YjedB,Electrical,Electrical,Electrical,,Less than $25M,"$38,337","$29,787","$51,629","$61,767","$23,295","$48,194","$125,790","$333,059","$306,246","$261,169","$384,408","$212,424","$420,919","$5,601,413","$6,411,141",14%,"$809,729",
A.S.K Electrical Corp.,0014x00000YjmL2AAJ,0014x00000YjmL2,Electrical,Electrical,Electrical,"$5,000,000 ",Less than $25M,"$107,844","$129,693","$263,341","$148,034","$206,607","$93,189","$96,181","$99,807","$157,326","$54,232","$90,176","$147,433","$52,598","$45,138","$46,884",4%,"$1,746",
Zuni Electric Inc.,0014x00000YkHAMAA3,0014x00000YkHAM,Electrical,Electrical,Electrical,"$8,000,000 ",Less than $25M,"$150,010","$58,773","$76,431","$77,647","$176,013","$235,311","$130,070","$33,728","$155,935","$54,903","$98,461","$139,450","$56,317","$358,108","$64,985",-82%,"-$293,123",
Performance Electrical,0014x00000YkPSoAAN,0014x00000YkPSo,Electrical,,Electrical,"$7,000,000 ",Less than $25M,"$33,166","$372,149","$33,815","$19,074","$96,554","$212,492","$38,038","$75,919","$212,114","$97,075","$1,660",$0,$0,$0,$0,#DIV/0!,$0,
